item,meanprice,p_75,p_median,p_25,date
211014,5.3985128,6.9899998,5.0700002,3.52,01/02/2016
210703,6.623857,7.79,6.3899999,5.5,01/02/2016
210808,8.2106133,9.8000002,7.8800001,6.5,01/02/2016
210403,7.7761655,8.8000002,8,6.4899998,01/02/2016
210808,8.0807581,9.4099998,7.1599998,6.5700002,01/03/2016
211014,5.2950888,6.9899998,5.0700002,3.3099999,01/03/2016
211007,2.6116102,2.6900001,2.6700001,2.45,01/03/2016
210802,6.8085203,8.4899998,6.6500001,5.29,01/03/2016
210414,2.0538168,2.49,1.89,1.5599999,01/03/2016
210406,16.272818,18.33,15.99,14,01/03/2016
210703,6.8179183,7.79,6.3899999,5.4899998,01/03/2016
210403,7.5160537,8.75,7.5599999,6.4000001,01/03/2016
210808,8.173564,9.6800003,7.1500001,6.6700001,01/04/2016
210406,16.348204,18.795,15.99,14,01/04/2016
210414,2.0020001,2.25,1.75,1.5,01/04/2016
210802,6.7305675,8.2700005,6.6500001,5,01/04/2016
211014,5.3690357,6.9899998,5.0700002,3.5,01/04/2016
210403,7.5677557,8.7799997,7.5299997,6.4899998,01/04/2016
211007,2.4786956,2.6900001,2.5799999,2,01/04/2016
210703,6.8844204,7.79,6.5500002,5.5599999,01/04/2016
210403,7.5906301,8.7799997,7.5599999,6.5,01/05/2016
210703,6.7216363,7.79,6.5600004,5,01/05/2016
211014,5.3593841,6.9899998,5.0700002,3.5,01/05/2016
210808,8.1145782,9.5799999,7.0500002,6.5900002,01/05/2016
210802,6.7160649,8.0949993,6.6500001,5,01/05/2016
210406,16.272551,18.75,16,14,01/05/2016
211007,2.5086207,2.75,2.6900001,2,01/05/2016
210414,1.8349019,2,1.75,1.5,01/05/2016
210414,1.9925218,2.25,1.75,1.5,01/06/2016
210808,8.0819569,9.4049997,7.0550003,6.5900002,01/06/2016
210406,16.277901,18.790001,15.99,14.47,01/06/2016
210403,7.5361023,8.75,7.5,6.4000001,01/06/2016
211007,2.6297321,2.75,2.6900001,2.45,01/06/2016
211014,5.4265232,6.9949999,5.5,3.395,01/06/2016
210802,6.7050686,8.2700005,6.6500001,5,01/06/2016
210703,6.8829279,7.79,6.5749998,5.5,01/06/2016
210808,8.1249619,9.4499998,7.1500001,6.6149998,01/07/2016
211007,2.5080342,2.75,2.6900001,2,01/07/2016
211014,5.4023714,6.9899998,5.4299998,3.5,01/07/2016
210406,16.156076,18.08,15.41,13.99,01/07/2016
210703,6.9819999,7.79,6.5900002,5.7199998,01/07/2016
210802,6.5833774,7.9949999,6.6500001,5,01/07/2016
210414,2.0212612,2.49,1.75,1.5,01/07/2016
210403,7.5422902,8.7799997,7.5,6.4899998,01/07/2016
210414,2.0039656,2.49,1.87,1.5,01/08/2016
211014,5.4690733,6.9899998,5.5,3.5,01/08/2016
210406,16.011791,18.040001,15.18,13.59,01/08/2016
210808,7.9881849,9.2799997,7.1500001,6.6700001,01/08/2016
211007,2.5403419,2.75,2.6900001,2.0899999,01/08/2016
210802,6.6655793,8,6.6500001,5,01/08/2016
210703,6.9674659,7.79,6.5900002,5.7199998,01/08/2016
210403,7.5676336,8.6499996,7.6900001,6.5700002,01/08/2016
210414,2.0491199,2.49,1.99,1.5,01/09/2016
210703,6.8991518,7.79,6.5900002,5.7150002,01/09/2016
210406,15.902874,17.99,15.18,13.22,01/09/2016
211007,2.500087,2.6900001,2.5799999,2.0899999,01/09/2016
210802,6.6465812,8,6.6500001,5,01/09/2016
211014,5.5347409,7.2800002,5.605,3.5,01/09/2016
210403,7.4169402,8.5799999,7.335,6.375,01/09/2016
210808,8.0492802,9.3000002,7.0150003,6.5900002,01/09/2016
210808,7.8770223,9.2799997,7,6.5900002,01/10/2016
210414,2.0398412,2.49,2,1.5,01/10/2016
211007,2.4745455,2.6900001,2.5799999,2,01/10/2016
210802,6.5980434,8,6.6500001,5,01/10/2016
210703,6.8600488,7.79,6.5900002,5.7199998,01/10/2016
211014,5.4639096,7.2800002,5.46,3.3099999,01/10/2016
210403,7.4352436,8.5799999,7.5,6.3699999,01/10/2016
210406,16.038284,18,15.99,13.38,01/10/2016
210406,15.933211,17.780001,15.99,13.33,01/11/2016
211007,2.4051785,2.6900001,2.5799999,1.99,01/11/2016
210808,8.1152363,9.5,7.3000002,6.6399999,01/11/2016
210403,7.4846864,8.6000004,7.5,6.3800001,01/11/2016
210802,6.6026549,8,6.6599998,4.8000002,01/11/2016
210414,2.0250001,2.3899999,2,1.625,01/11/2016
211014,5.5408516,7.4000001,5.6999998,3.3099999,01/11/2016
210703,6.9862051,7.79,6.5900002,5.75,01/11/2016
210808,8.2056522,9.54,7.3000002,6.6700001,01/12/2016
210703,6.693521,7.7199998,6.5700002,5.5,01/12/2016
210802,6.7227468,8.1999998,6.8400002,4.8299999,01/12/2016
210403,7.3699999,8.3999996,7.2800002,6.3699999,01/12/2016
210406,15.941992,17.99,15.38,13.33,01/12/2016
211007,2.4881513,2.6900001,2.5799999,2.0899999,01/12/2016
211014,5.6493511,7.4699998,5.8500004,3.5,01/12/2016
210414,2.053983,2.49,2,1.6900001,01/12/2016
210403,7.5758271,8.7799997,7.5,6.4899998,01/01/2017
210414,2.0411112,2.47,2,1.59,01/01/2017
211007,2.4621139,2.6900001,2.5799999,2,01/01/2017
210406,16.021025,18,15.99,13.38,01/01/2017
210808,8.1770458,9.5,7.3000002,6.6700001,01/01/2017
210802,6.6763272,8.0500002,6.8900003,4.8000002,01/01/2017
211014,5.5567393,7.3600001,5.5600004,3.5,01/01/2017
210703,6.9504662,7.79,6.5950003,5.5950003,01/01/2017
210414,1.9981395,2.24,2,1.59,01/02/2017
210703,6.6987619,7.79,6.4699998,5.75,01/02/2017
210406,16.26589,18.77,15.99,13.39,01/02/2017
210802,6.7500868,8,6.8900003,4.9899998,01/02/2017
210403,7.5110941,8.7799997,7.4899998,6.1799998,01/02/2017
211007,2.4064167,2.6900001,2.54,1.99,01/02/2017
211014,5.5148106,7.48,5.3699999,3.52,01/02/2017
210808,8.1611824,9.6800003,7.5,6.23,01/02/2017
210414,1.9946826,2.24,1.89,1.59,01/03/2017
211014,5.5174723,7.48,5.0700002,3.72,01/03/2017
210406,16.052999,18.719999,15.969999,13.2,01/03/2017
210703,6.811336,7.9899998,6.4699998,5.73,01/03/2017
211007,2.4514875,2.6900001,2.5799999,1.99,01/03/2017
210403,7.4239998,8.7799997,7.3899999,6.1799998,01/03/2017
210802,6.7713695,8,6.6700001,4.9899998,01/03/2017
210808,7.9562635,9.2799997,7.4899998,6.23,01/03/2017
211007,2.3812604,2.6900001,2.3,2,01/04/2017
210808,8.2209778,9.7450008,7.6549997,6.5700002,01/04/2017
210406,16.225479,18.799999,15.99,13.2,01/04/2017
210403,7.4624062,8.7799997,7.4399996,6.1799998,01/04/2017
210802,6.714664,8.1999998,6.6599998,4.8299999,01/04/2017
210414,2.006228,2.49,1.89,1.5,01/04/2017
210703,6.7474999,8.1499996,6.5600004,5.75,01/04/2017
211014,5.4211068,7.2800002,5,3.3099999,01/04/2017
210703,6.8250642,8.1000004,6.4000001,5.5,01/05/2017
210403,7.3790603,8.4700003,7.4899998,6.1799998,01/05/2017
210414,2.0205426,2.49,1.79,1.5,01/05/2017
211007,2.4869404,2.6900001,2.5799999,2,01/05/2017
210808,8.1612101,9.5,7.5,6.5,01/05/2017
210802,6.6873951,8.1999998,6.605,4.8299999,01/05/2017
211014,5.5585456,7.4899998,5.3099999,3.3099999,01/05/2017
210406,16.151274,18.15,15.9,13.22,01/05/2017
210414,2.0042968,2.49,1.77,1.5,01/06/2017
210403,7.5011373,8.7799997,7.4899998,6.2399998,01/06/2017
210802,6.8259425,8,7,4.9899998,01/06/2017
210406,15.879173,17.530001,15.385,13.22,01/06/2017
210808,8.0637636,9.6800003,7.4899998,6.1700001,01/06/2017
211014,5.5595522,7.48,5.0700002,3.72,01/06/2017
210703,6.9221792,8.3000002,6.52,5.9899998,01/06/2017
211007,2.4160903,2.6900001,2.4000001,2,01/06/2017
210414,1.9145038,2.46,1.75,1.5,01/07/2017
210403,7.5068951,8.7799997,7.5,6.1799998,01/07/2017
211007,2.4083207,2.6900001,2.4000001,2,01/07/2017
210703,6.8590598,7.6999998,6.5900002,6,01/07/2017
210808,8.198782,9.6800003,7.6199999,6.23,01/07/2017
211014,5.6067405,7.48,5.3699999,3.72,01/07/2017
210802,6.7432628,8.3000002,6.6700001,4.75,01/07/2017
210406,16.040194,18,15.39,13.65,01/07/2017
210406,16.22311,18.290001,15.99,13.22,01/08/2017
211014,5.5918384,7.2849998,5.5050001,3.7350001,01/08/2017
210808,8.2282019,9.5799999,7.5,6.6700001,01/08/2017
210414,1.8647826,2,1.6900001,1.5,01/08/2017
210703,6.6964979,7.7199998,6.5900002,5.5,01/08/2017
210403,7.5159326,8.7799997,7.4899998,6.1799998,01/08/2017
211007,2.4661069,2.6900001,2.5799999,2,01/08/2017
210802,6.8636017,8.3549995,6.9899998,4.8299999,01/08/2017
210406,16.298254,18.395,16.154999,13.22,01/09/2017
211014,5.6169143,7.48,5.1999998,3.72,01/09/2017
210403,7.4939923,8.7799997,7.4899998,6.1799998,01/09/2017
210808,8.1539783,9.5,7.4899998,6.23,01/09/2017
211007,2.4558914,2.6900001,2.5,2,01/09/2017
210703,6.7602563,7.9499998,6.5999999,5.71,01/09/2017
210414,2.0068703,2.49,1.99,1.5,01/09/2017
210802,6.8401661,8.1999998,6.9899998,4.8299999,01/09/2017
210414,1.9999243,2.49,1.89,1.5,01/10/2017
210703,6.8905463,7.9000001,6.5999999,5.9899998,01/10/2017
211007,2.4356,2.79,2.5,2,01/10/2017
210802,6.8759089,8.2700005,6.96,4.9899998,01/10/2017
211014,5.5607038,7.2800002,5.3599997,3.75,01/10/2017
210406,16.246639,18.715,16.474998,13.2,01/10/2017
210403,7.598269,8.7849998,7.4899998,6.5250001,01/10/2017
210808,8.2265205,9.6800003,7.6900001,6.5,01/10/2017
211014,5.6186347,7.4899998,5.0700002,3.75,01/11/2017
210703,6.8315897,7.4899998,6.5999999,5.9899998,01/11/2017
210414,2.0430954,2.49,1.9400001,1.5,01/11/2017
211007,2.3828926,2.6900001,2.4000001,2,01/11/2017
210808,8.2062082,9.5,7.6900001,6.5700002,01/11/2017
210802,6.8672152,8.3800001,6.98,4.8299999,01/11/2017
210403,7.5529246,8.7799997,7.4899998,6.29,01/11/2017
210406,16.288164,18.85,16.5,13.18,01/11/2017
210403,7.5848484,8.7799997,7.4949999,6.3800001,01/12/2017
210703,6.6814613,7.3000002,6.5900002,5.9099998,01/12/2017
211014,5.7446742,7.6900001,5.6999998,3.75,01/12/2017
211007,2.4386821,2.79,2.49,2,01/12/2017
210414,2.0986555,2.49,2,1.5,01/12/2017
210802,6.8830419,8.5,6.9650002,4.6999998,01/12/2017
210808,8.315485,9.7299995,7.7049999,6.6100001,01/12/2017
210406,16.391647,18.15,16.530001,13.22,01/12/2017
210414,2.0614285,2.49,2,1.5,01/01/2018
211007,2.4347329,2.79,2.4400001,2,01/01/2018
210403,7.5499225,8.7799997,7.4899998,6.25,01/01/2018
210703,6.7300429,7.3899999,6.5999999,5.9899998,01/01/2018
210802,6.9731688,8.7700005,7.0599999,5,01/01/2018
210808,8.3195601,9.8500004,7.71,6.6700001,01/01/2018
210406,16.308504,18.709999,16.530001,13.2,01/01/2018
211014,5.7985826,7.6900001,5.6999998,3.75,01/01/2018
210802,6.8479476,8.75,6.6700001,4.8299999,01/02/2018
211007,2.4077311,2.79,2.45,2,01/02/2018
210703,6.6701894,7.8299999,6.5999999,5.0700002,01/02/2018
210403,7.4500413,8.7600002,7.4949999,5.8899999,01/02/2018
210406,16.261791,18.709999,15.88,13.2,01/02/2018
210414,2.0951755,2.49,2,1.6,01/02/2018
211014,5.6727343,7.48,5.4949999,3.75,01/02/2018
210808,8.3387547,9.9799995,7.1700001,6.6300001,01/02/2018
210802,6.8937654,8.6499996,6.9899998,4.8299999,01/03/2018
211014,5.6790943,7.3899999,5.2800002,3.75,01/03/2018
210808,8.2824364,9.96,7.0599999,6.6300001,01/03/2018
210403,7.4127479,8.7799997,7.4899998,5.7399998,01/03/2018
210406,16.314939,18.950001,16.32,13.2,01/03/2018
211007,2.4683194,2.79,2.5799999,2,01/03/2018
210414,2.0694339,2.3499999,2,1.6,01/03/2018
210703,6.8260827,7.9499998,6.5999999,5.2600002,01/03/2018
211007,2.463305,2.79,2.45,2.2,01/04/2018
210808,8.2625446,9.9200001,7,6.5900002,01/04/2018
210414,2.0862832,2.3900001,2,1.6,01/04/2018
210703,6.8461776,7.8299999,6.6700001,5.71,01/04/2018
210802,6.7522688,8.79,6.5950003,4.8299999,01/04/2018
210406,16.174414,18.75,15.995,13,01/04/2018
211014,5.6205206,7.5,5.0700002,3.72,01/04/2018
210403,7.3619776,8.7550001,7.4000001,5.5150003,01/04/2018
210808,8.3083572,9.9200001,6.9799995,6.4000001,01/05/2018
210802,6.684454,8.3800001,6.415,4.8299999,01/05/2018
211007,2.4948306,2.79,2.4749999,2.25,01/05/2018
210406,16.26675,18.605,16.154999,13.2,01/05/2018
210403,7.4404922,8.8250008,7.4899998,5.7399998,01/05/2018
210703,6.7523212,7.9849997,6.5999999,5.2600002,01/05/2018
210414,2.0745299,2.3900001,2,1.79,01/05/2018
211014,5.5865469,7.6900001,5.0700002,3.6300001,01/05/2018
210808,8.2447081,9.9200001,6.9699998,6.3800001,01/06/2018
210406,16.290571,18.950001,16.4,13.18,01/06/2018
210414,2.0966115,2.3900001,2,1.75,01/06/2018
210802,6.6190128,8.79,6.3299999,4.6700001,01/06/2018
210403,7.4816351,8.8000002,7.4899998,5.9499998,01/06/2018
211007,2.5185833,2.79,2.5999999,2.2,01/06/2018
211014,5.6383944,7.7199998,5.0700002,3.6400001,01/06/2018
210703,6.8104868,7.98,6.5999999,5.5,01/06/2018
210808,8.2303953,9.8999996,6.9699998,6.3000002,01/07/2018
210802,6.6826777,8.79,6.5900002,4.6700001,01/07/2018
210703,6.5464516,7.4899998,6.5999999,5.2600002,01/07/2018
210414,2.0896773,2.49,2,1.75,01/07/2018
211007,2.517,2.79,2.5,2.2249999,01/07/2018
210403,7.4292192,8.8000002,7.4899998,5.9299998,01/07/2018
210406,16.289476,18.5,16.154999,13.22,01/07/2018
211014,5.6905818,7.8000002,5.29,3.72,01/07/2018
210403,7.3260217,8.7600002,7.4000001,5.5300002,01/08/2018
210406,16.104496,18.01,15.985,13,01/08/2018
210703,6.5745654,7.71,6.5999999,5.2600002,01/08/2018
210808,8.257472,9.9200001,7,6.4000001,01/08/2018
211014,5.5375767,7.4949999,5.0700002,3.74,01/08/2018
210414,2.0825398,2.4000001,2,1.79,01/08/2018
210802,6.6916809,8.79,6.5900002,4.8299999,01/08/2018
211007,2.5220492,2.79,2.5,2.25,01/08/2018
210808,8.2103844,9.9200001,7,6.23,01/09/2018
211007,2.5138931,2.8,2.5999999,2,01/09/2018
210406,16.208902,18.709999,16.32,13,01/09/2018
211014,5.5934057,7.7950001,5.0700002,3.6300001,01/09/2018
210703,6.7189517,7.7199998,6.5999999,5.48,01/09/2018
210403,7.3531184,8.7799997,7.4000001,5.7399998,01/09/2018
210802,6.8036695,8.8100004,6.9200001,4.6700001,01/09/2018
210414,2.1371775,2.4349999,2,1.79,01/09/2018
210802,6.8845925,8.8100004,6.9000001,4.8400002,01/10/2018
210406,16.178102,17.620001,15.99,13.22,01/10/2018
211014,5.6933084,7.8000002,5.3400002,3.74,01/10/2018
210403,7.4174438,8.8000002,7.4299998,5.7800002,01/10/2018
211007,2.4662879,2.8,2.4749999,2,01/10/2018
210808,8.2202797,9.8999996,7,6.23,01/10/2018
210703,6.868,7.9899998,6.6100001,5.6999998,01/10/2018
210414,2.1934676,2.49,2,1.79,01/10/2018
211014,5.5876923,7.5,5.1100001,3.6400001,01/11/2018
211007,2.5004725,2.8,2.5999999,2,01/11/2018
210403,7.3353305,8.7799997,7.0999999,5.7800002,01/11/2018
210808,8.1905022,9.9200001,7,6.23,01/11/2018
210703,6.8013792,7.9849997,6.6700001,5.4299998,01/11/2018
210802,6.9068584,8.8900003,6.6850004,5,01/11/2018
210414,2.1654546,2.5,2,1.79,01/11/2018
210406,16.35379,18.955,16,13.22,01/11/2018
210703,6.5364194,7.4000001,6.5999999,5.4299998,01/12/2018
210406,16.045803,18.41,15.76,13.22,01/12/2018
210403,7.3524609,8.7799997,7.0999999,5.7800002,01/12/2018
210414,2.2482905,2.5,2,1.79,01/12/2018
211007,2.4130232,2.8,2.5,2,01/12/2018
210802,6.9642668,8.9899998,6.6700001,5,01/12/2018
210808,8.2488527,9.9200001,7,6.23,01/12/2018
211014,5.6040382,7.5500002,5.0749998,3.72,01/12/2018
210403,7.3891339,8.8000002,7.3800001,5.7800002,01/01/2019
210703,6.5836816,7.4449997,6.5999999,5.5,01/01/2019
211014,5.7879243,7.9000001,5.5,3.74,01/01/2019
210808,8.277709,9.9200001,7,6.2800002,01/01/2019
211007,2.4443939,2.8,2.45,2,01/01/2019
210802,7.0163479,8.9899998,6.8699999,5,01/01/2019
210414,2.2735593,2.6500001,2,1.79,01/01/2019
210406,16.238436,18.790001,15.98,13,01/01/2019
210406,16.095898,18.15,15.765,13.22,01/02/2019
210802,7.2448759,9.1000004,7.1300001,5.0900002,01/02/2019
210808,8.2597809,9.9200001,7,6.23,01/02/2019
210403,7.3862643,8.8000002,7.3600001,5.8699999,01/02/2019
210414,2.2017074,2.6500001,1.99,1.7,01/02/2019
211007,2.4537404,2.8,2.45,2,01/02/2019
210703,6.5931945,7.4949999,6.5999999,5.1399999,01/02/2019
211014,5.743722,7.9000001,5.4049997,3.74,01/02/2019
210802,7.1844397,9.2449999,6.9000001,5.0650001,01/03/2019
210808,8.2666178,9.9099998,7.0500002,6.23,01/03/2019
210403,7.1881747,8.4899998,6.9899998,5.7800002,01/03/2019
210406,16.102612,18.41,15.76,13.22,01/03/2019
210414,2.1903906,2.5,1.9400001,1.7,01/03/2019
210703,6.7030506,7.8499999,6.6700001,5.71,01/03/2019
211014,5.7143397,7.8099999,5.3400002,3.6400001,01/03/2019
211007,2.4668422,2.8,2.5,2,01/03/2019
211007,2.5039258,2.8,2.5999999,2,01/04/2019
210406,16.006409,18.5,15.77,13.2,01/04/2019
211014,5.7565827,7.8099999,5.0749998,3.75,01/04/2019
210703,6.7580605,7.8499999,6.6700001,5.1399999,01/04/2019
210414,2.2014961,2.6500001,1.99,1.7,01/04/2019
210802,7.147778,9.3800001,6.9499998,5,01/04/2019
210403,7.3310151,8.8000002,7,5.9299998,01/04/2019
210808,8.0977612,9.9099998,7.1700001,6,01/04/2019
210414,2.2017214,2.6500001,1.99,1.7,01/05/2019
211007,2.4802985,2.8,2.5,2,01/05/2019
210703,6.8562117,7.9899998,6.6700001,5.71,01/05/2019
210808,8.2878466,9.9499998,7.1149998,6.2800002,01/05/2019
210403,7.3586569,8.8000002,7.0500002,5.98,01/05/2019
210406,16.170376,17.620001,15.77,13.87,01/05/2019
210802,7.2482858,9.1700001,7.25,5.0700002,01/05/2019
211014,5.7819424,7.8000002,5.0749998,3.75,01/05/2019
210414,2.1836586,2.5,1.89,1.7,01/06/2019
211007,2.5004511,2.8,2.5999999,2,01/06/2019
210703,6.8171234,8.1400003,6.6700001,5.71,01/06/2019
211014,5.7301826,7.9000001,5.1099997,3.6700001,01/06/2019
210802,7.2257833,9.2299995,7.0999999,5.0700002,01/06/2019
210808,8.3921223,9.9799995,7.2350001,6.5,01/06/2019
210403,7.3314075,8.8000002,7,5.9499998,01/06/2019
210406,16.179516,18.5,15.77,13.22,01/06/2019
210802,7.1472692,9.2299995,6.9400001,5.1599998,01/07/2019
211014,5.7891941,7.9099998,5.5,3.72,01/07/2019
210403,7.3201852,8.8000002,6.9899998,5.98,01/07/2019
210414,2.1205599,2,1.89,1.7,01/07/2019
210808,8.2897501,9.9699993,7,6.3299999,01/07/2019
211007,2.5604477,3,2.5999999,2,01/07/2019
210703,6.8359461,8.0500002,6.6700001,5.71,01/07/2019
210406,15.949059,17.620001,15.77,13.22,01/07/2019
210406,15.808508,17.620001,15.465,13.22,01/08/2019
211007,2.5118182,3,2.5,2,01/08/2019
210703,6.7778125,7.9899998,6.6700001,5.71,01/08/2019
210403,7.3095436,8.8000002,6.9899998,5.8499999,01/08/2019
211014,5.7695618,7.9099998,5.145,3.72,01/08/2019
210414,2.2091603,2.75,1.99,1.7,01/08/2019
210802,7.0526609,9.5,6.6700001,5.0700002,01/08/2019
210808,8.1745758,9.6000004,7,5.9299998,01/08/2019
211014,5.7589169,7.8099999,5.0700002,3.6400001,01/09/2019
210703,6.7618222,8.0500002,6.6700001,5.71,01/09/2019
211007,2.5392425,3,2.5999999,2,01/09/2019
210406,15.724516,17.620001,15.56,12.88,01/09/2019
210808,8.3450184,9.9200001,7,6.3400002,01/09/2019
210403,7.2116046,8.8000002,6.9699998,5.7800002,01/09/2019
210414,2.2111537,2.75,1.9400001,1.7,01/09/2019
210802,7.2255464,9.5,6.875,5.27,01/09/2019
211007,2.4832308,3,2.5,2,01/10/2019
210406,15.72612,17.620001,15.42,12.89,01/10/2019
210808,8.1902514,9.5,7,6.3400002,01/10/2019
210703,6.7620707,8.0500002,6.6700001,5.71,01/10/2019
210414,2.2083333,2.5,1.99,1.8,01/10/2019
210802,7.3287659,9.5,6.9499998,5.4000001,01/10/2019
210403,7.1893206,8.8000002,6.9499998,5.6999998,01/10/2019
211014,5.7163982,7.5,5.1399999,3.6400001,01/10/2019
210403,7.1647954,8.6000004,6.7800002,5.7800002,01/11/2019
210414,2.3106618,2.8,2,1.8,01/11/2019
211014,5.7402282,7.79,5.3400002,3.3900001,01/11/2019
210406,15.880913,17.780001,15.56,12.9,01/11/2019
211007,2.427923,2.5999999,2.5,2,01/11/2019
210802,7.3741279,9.5,6.9499998,5.5,01/11/2019
210808,8.2464342,9.75,7,6.3299999,01/11/2019
210703,6.9815454,8.1700001,6.6700001,5.71,01/11/2019
211007,2.4547691,2.5999999,2.5,2,01/12/2019
211014,5.7873912,7.8599997,5.4949999,3.73,01/12/2019
210703,6.7822065,7.5,6.6700001,5.5900002,01/12/2019
210414,2.2962406,2.75,2,1.85,01/12/2019
210403,7.2180219,8.7799997,6.9899998,5.7800002,01/12/2019
210808,8.3015165,9.8500004,7,6.3299999,01/12/2019
210406,16.165346,17.99,15.77,12.94,01/12/2019
210802,7.4171863,9.5,6.9899998,5.5,01/12/2019
210414,2.2187805,2.8499999,2,1.8,01/01/2020
211007,2.5033333,3,2.5,2,01/01/2020
210406,16.008461,17.780001,15.77,12.94,01/01/2020
210808,8.3570032,9.8999996,7,6.3400002,01/01/2020
210403,7.1786399,8.79,6.8000002,5.7349997,01/01/2020
210703,6.7368722,7.71,6.6700001,5.48,01/01/2020
210802,7.5221305,9.5,7.1499996,5.5,01/01/2020
211014,5.8560071,7.9899998,5.5,3.74,01/01/2020
210406,15.833964,17.99,14.98,12.89,01/02/2020
211007,2.5076563,3,2.5,2,01/02/2020
210703,6.6992269,7.71,6.6700001,5,01/02/2020
210808,8.3864365,9.9200001,7,6.3400002,01/02/2020
210403,7.1940522,8.8000002,6.8000002,5.6999998,01/02/2020
211014,5.7918353,7.6399999,5.1399999,3.72,01/02/2020
210414,2.1966386,2.6500001,2,1.8,01/02/2020
210802,7.5259376,9.4400005,7.4250002,5.5,01/02/2020
210703,7.3820944,8.9249992,6.9299998,6.0300002,01/03/2020
210414,2.4104238,3,2,1.89,01/03/2020
210403,7.3941112,8.9249992,7,5.7349997,01/03/2020
210406,16.12134,17.970001,15.56,12.995,01/03/2020
211007,2.4156923,3,2.5,1.79,01/03/2020
211014,6.101531,8.0500002,6,4.0700002,01/03/2020
210802,7.6558094,9.3800001,8,5.8499999,01/03/2020
210808,8.4437361,9.9200001,7,6.3000002,01/03/2020
210414,2.4220481,2.75,2,1.89,01/04/2020
210808,8.1097984,9,7,6,01/04/2020
210703,6.5027142,7.5500002,6.6350002,5,01/04/2020
211007,2.5874648,2.75,2.5,2,01/04/2020
210802,7.343061,8.8000002,7.7150002,5.4699998,01/04/2020
211014,5.5503602,7.5,5.0700002,3.72,01/04/2020
210403,6.7545133,8,6,5.5799999,01/04/2020
210406,15.736964,17.620001,15.47,13.22,01/04/2020
210406,15.40795,17.620001,14.95,12.9,01/05/2020
210703,6.7139621,7.4000001,6.6700001,5.9000001,01/05/2020
210808,8.0084047,8.7749996,6.8299999,6,01/05/2020
210403,7.1146708,8.4300003,6.1999998,5.5799999,01/05/2020
210802,7.4167666,8.4899998,7.6900001,6.04,01/05/2020
210414,2.3619418,2.6500001,2,1.8,01/05/2020
211014,5.627914,7.48,5,3.75,01/05/2020
211007,2.7584209,3.5,2.5,2.45,01/05/2020
210808,8.1421461,9,7,6.3000002,01/06/2020
210406,15.960232,17.99,15.38,13.22,01/06/2020
210703,6.798151,7.4000001,6.6700001,5.9000001,01/06/2020
211014,5.7167935,7.5,5,3.72,01/06/2020
210414,2.3830554,2.6500001,2,1.8,01/06/2020
210403,7.4174724,8.8000002,6.9899998,5.7800002,01/06/2020
210802,7.4072971,8.8699999,7.4200001,5.4699998,01/06/2020
211007,2.493125,2.75,2.4749999,2,01/06/2020
210403,7.3606501,8.415,6.9899998,5.7800002,01/07/2020
210808,8.1695719,8.8900003,7,6,01/07/2020
210802,7.6764369,9.3800001,7.3999996,6,01/07/2020
210703,7.0888619,7.9899998,6.6700001,5.9000001,01/07/2020
211007,2.4262104,2.5999999,2.45,2,01/07/2020
210414,2.2977877,3,2.1900001,1.8,01/07/2020
210406,16.017143,18.74,14.995,13,01/07/2020
211014,5.8625002,7.5,5.4549999,3.75,01/07/2020
210403,7.3465824,8.9899998,7,5.5799999,01/08/2020
210406,16.177341,18.99,15.440001,12.89,01/08/2020
211007,2.4729669,2.8499999,2.5,2,01/08/2020
211014,6.0780687,7.9899998,6,3.6400001,01/08/2020
210808,8.3228111,9.9499998,7,6.1500001,01/08/2020
210414,2.4103253,3,2,1.99,01/08/2020
210802,7.6508627,9.5,7.7800002,5.5,01/08/2020
210703,6.8091302,8.3299999,6.6700001,5.4849997,01/08/2020
210802,7.7077513,9.5799999,7.6900001,5.5,01/09/2020
211014,6.0829754,7.9899998,5.9699998,3.75,01/09/2020
211007,2.4668317,2.8499999,2.5,2,01/09/2020
210414,2.5105555,3,2.5,1.99,01/09/2020
210808,8.3136539,9.9699993,7,6,01/09/2020
210703,7.095942,8.7700005,6.8899999,5.4499998,01/09/2020
210403,7.1863999,8.8199997,6.8199997,5.3800001,01/09/2020
210406,16.201351,18.99,15,13.22,01/09/2020
210414,2.5068033,3,2.1900001,1.99,01/10/2020
210703,6.680306,8.3299999,6.6700001,4.7200003,01/10/2020
210403,7.0883842,8.8999996,6.5999999,5.1799998,01/10/2020
211007,2.47,2.8499999,2.5,2,01/10/2020
210406,16.172535,17.639999,15,13.33,01/10/2020
210808,7.9433756,9.5500002,6.6700001,5.6700001,01/10/2020
211014,6.0208297,8,5.5,3.6600001,01/10/2020
210802,7.4454126,9.5,7.0500002,5.4699998,01/10/2020
210703,7.263063,8.8199997,6.75,5.71,01/11/2020
210414,2.5314286,3,2.5,2,01/11/2020
210403,7.1997352,8.8199997,6.9899998,5.1799998,01/11/2020
211014,6.1585517,8.29,5.9899998,3.6600001,01/11/2020
210808,8.366828,9.9899998,7,6,01/11/2020
210802,8.028759,9.7600002,8,6.6700001,01/11/2020
210406,16.631447,18.814999,16.865002,13.73,01/11/2020
211007,2.4069698,2.5999999,2.4749999,2.1500001,01/11/2020
210802,7.9000683,9.7600002,7.9899998,6.5,01/12/2020
210406,16.818024,19.295,17.325001,13.73,01/12/2020
210703,6.9209285,7.8549995,6.6700001,5.71,01/12/2020
