v1,v2,v6,v8,v9
Wayne County,North Carolina,"13,427",With health insurance coverage,
Wilkes County,North Carolina,"14,498",With health insurance coverage,"55,049"
Wilkes County,North Carolina,"30,873",With health insurance coverage,
Wilkes County,North Carolina,"9,678",With health insurance coverage,
Wilson County,North Carolina,"17,655",With health insurance coverage,"64,926"
Wilson County,North Carolina,"37,701",With health insurance coverage,
Wilson County,North Carolina,"9,570",With health insurance coverage,
Burleigh County,North Dakota,"16,401",With health insurance coverage,"70,889"
Burleigh County,North Dakota,"44,563",With health insurance coverage,
Burleigh County,North Dakota,"9,925",With health insurance coverage,
Cass County,North Dakota,"30,336",With health insurance coverage,"126,444"
Cass County,North Dakota,"83,360",With health insurance coverage,
Cass County,North Dakota,"12,748",With health insurance coverage,
Grand Forks County,North Dakota,"13,073",With health insurance coverage,"58,244"
Grand Forks County,North Dakota,"38,915",With health insurance coverage,
Grand Forks County,North Dakota,"6,256",With health insurance coverage,
Allen County,Ohio,"24,473",With health insurance coverage,"89,364"
Allen County,Ohio,"49,890",With health insurance coverage,
Allen County,Ohio,"15,001",With health insurance coverage,
Ashtabula County,Ohio,"21,469",With health insurance coverage,"85,638"
Ashtabula County,Ohio,"50,154",With health insurance coverage,
Ashtabula County,Ohio,"14,015",With health insurance coverage,
Belmont County,Ohio,"11,473",With health insurance coverage,"54,168"
Belmont County,Ohio,"32,325",With health insurance coverage,
Belmont County,Ohio,"10,370",With health insurance coverage,
Butler County,Ohio,"83,514",With health insurance coverage,"321,176"
Butler County,Ohio,"198,425",With health insurance coverage,
Butler County,Ohio,"39,237",With health insurance coverage,
Clark County,Ohio,"29,983",With health insurance coverage,"122,531"
Clark County,Ohio,"71,504",With health insurance coverage,
Clark County,Ohio,"21,044",With health insurance coverage,
Clermont County,Ohio,"46,446",With health insurance coverage,"169,775"
Clermont County,Ohio,"102,226",With health insurance coverage,
Clermont County,Ohio,"21,103",With health insurance coverage,
Columbiana County,Ohio,"22,016",With health insurance coverage,"91,143"
Columbiana County,Ohio,"53,176",With health insurance coverage,
Columbiana County,Ohio,"15,951",With health insurance coverage,
Cuyahoga County,Ohio,"286,612",With health insurance coverage,"1,127,652"
Cuyahoga County,Ohio,"655,250",With health insurance coverage,
Cuyahoga County,Ohio,"185,790",With health insurance coverage,
Delaware County,Ohio,"43,930",With health insurance coverage,"154,838"
Delaware County,Ohio,"97,613",With health insurance coverage,
Delaware County,Ohio,"13,295",With health insurance coverage,
Erie County,Ohio,"16,377",With health insurance coverage,"69,540"
Erie County,Ohio,"40,832",With health insurance coverage,
Erie County,Ohio,"12,331",With health insurance coverage,
Fairfield County,Ohio,"33,455",With health insurance coverage,"124,391"
Fairfield County,Ohio,"74,643",With health insurance coverage,
Fairfield County,Ohio,"16,293",With health insurance coverage,
Franklin County,Ohio,"267,210",With health insurance coverage,"979,720"
Franklin County,Ohio,"608,944",With health insurance coverage,
Franklin County,Ohio,"103,566",With health insurance coverage,
Geauga County,Ohio,"19,083",With health insurance coverage,"82,157"
Geauga County,Ohio,"49,190",With health insurance coverage,
Geauga County,Ohio,"13,884",With health insurance coverage,
Greene County,Ohio,"33,279",With health insurance coverage,"144,023"
Greene County,Ohio,"91,057",With health insurance coverage,
Greene County,Ohio,"19,687",With health insurance coverage,
Hamilton County,Ohio,"191,345",With health insurance coverage,"741,563"
Hamilton County,Ohio,"440,368",With health insurance coverage,
Hamilton County,Ohio,"109,850",With health insurance coverage,
Hancock County,Ohio,"16,293",With health insurance coverage,"66,590"
Hancock County,Ohio,"40,670",With health insurance coverage,
Hancock County,Ohio,"9,627",With health insurance coverage,
Jefferson County,Ohio,"12,276",With health insurance coverage,"57,796"
Jefferson County,Ohio,"33,918",With health insurance coverage,
Jefferson County,Ohio,"11,602",With health insurance coverage,
Lake County,Ohio,"49,061",With health insurance coverage,"212,622"
Lake County,Ohio,"130,517",With health insurance coverage,
Lake County,Ohio,"33,044",With health insurance coverage,
Licking County,Ohio,"35,639",With health insurance coverage,"137,475"
Licking County,Ohio,"82,174",With health insurance coverage,
Licking County,Ohio,"19,662",With health insurance coverage,
Lorain County,Ohio,"67,472",With health insurance coverage,"262,321"
Lorain County,Ohio,"155,969",With health insurance coverage,
Lorain County,Ohio,"38,880",With health insurance coverage,
Lucas County,Ohio,"103,037",With health insurance coverage,"384,736"
Lucas County,Ohio,"227,434",With health insurance coverage,
Lucas County,Ohio,"54,265",With health insurance coverage,
Mahoning County,Ohio,"49,671",With health insurance coverage,"208,621"
Mahoning County,Ohio,"120,596",With health insurance coverage,
Mahoning County,Ohio,"38,354",With health insurance coverage,
Marion County,Ohio,"13,808",With health insurance coverage,"53,991"
Marion County,Ohio,"30,872",With health insurance coverage,
Marion County,Ohio,"9,311",With health insurance coverage,
Medina County,Ohio,"41,479",With health insurance coverage,"160,756"
Medina County,Ohio,"99,485",With health insurance coverage,
Medina County,Ohio,"19,792",With health insurance coverage,
Miami County,Ohio,"21,788",With health insurance coverage,"89,877"
Miami County,Ohio,"53,770",With health insurance coverage,
Miami County,Ohio,"14,319",With health insurance coverage,
Montgomery County,Ohio,"117,346",With health insurance coverage,"461,159"
Montgomery County,Ohio,"270,830",With health insurance coverage,
Montgomery County,Ohio,"72,983",With health insurance coverage,
Muskingum County,Ohio,"17,922",With health insurance coverage,"72,195"
Muskingum County,Ohio,"41,777",With health insurance coverage,
Muskingum County,Ohio,"12,496",With health insurance coverage,
Portage County,Ohio,"30,459",With health insurance coverage,"136,883"
Portage County,Ohio,"90,131",With health insurance coverage,
Portage County,Ohio,"16,293",With health insurance coverage,
Richland County,Ohio,"26,368",With health insurance coverage,"104,251"
Richland County,Ohio,"58,870",With health insurance coverage,
Richland County,Ohio,"19,013",With health insurance coverage,
Ross County,Ohio,"15,962",With health insurance coverage,"61,581"
Ross County,Ohio,"36,042",With health insurance coverage,
Ross County,Ohio,"9,577",With health insurance coverage,
Scioto County,Ohio,"16,188",With health insurance coverage,"65,264"
Scioto County,Ohio,"38,107",With health insurance coverage,
Scioto County,Ohio,"10,969",With health insurance coverage,
Stark County,Ohio,"81,017",With health insurance coverage,"332,633"
Stark County,Ohio,"194,810",With health insurance coverage,
Stark County,Ohio,"56,806",With health insurance coverage,
Summit County,Ohio,"120,509",With health insurance coverage,"479,753"
Summit County,Ohio,"286,221",With health insurance coverage,
Summit County,Ohio,"73,023",With health insurance coverage,
Trumbull County,Ohio,"42,352",With health insurance coverage,"181,426"
Trumbull County,Ohio,"105,660",With health insurance coverage,
Trumbull County,Ohio,"33,414",With health insurance coverage,
Tuscarawas County,Ohio,"18,184",With health insurance coverage,"76,017"
Tuscarawas County,Ohio,"44,699",With health insurance coverage,
Tuscarawas County,Ohio,"13,134",With health insurance coverage,
Warren County,Ohio,"50,269",With health insurance coverage,"180,939"
Warren County,Ohio,"112,189",With health insurance coverage,
Warren County,Ohio,"18,481",With health insurance coverage,
Wayne County,Ohio,"21,965",With health insurance coverage,"92,946"
Wayne County,Ohio,"56,564",With health insurance coverage,
Wayne County,Ohio,"14,417",With health insurance coverage,
Wood County,Ohio,"24,516",With health insurance coverage,"116,021"
Wood County,Ohio,"77,294",With health insurance coverage,
Wood County,Ohio,"14,211",With health insurance coverage,
Canadian County,Oklahoma,"24,578",With health insurance coverage,"87,996"
Canadian County,Oklahoma,"55,102",With health insurance coverage,
Canadian County,Oklahoma,"8,316",With health insurance coverage,
Cleveland County,Oklahoma,"49,488",With health insurance coverage,"200,059"
Cleveland County,Oklahoma,"129,635",With health insurance coverage,
Cleveland County,Oklahoma,"20,936",With health insurance coverage,
Comanche County,Oklahoma,"26,456",With health insurance coverage,"80,192"
Comanche County,Oklahoma,"41,612",With health insurance coverage,
Comanche County,Oklahoma,"12,124",With health insurance coverage,
Creek County,Oklahoma,"14,875",With health insurance coverage,"57,222"
Creek County,Oklahoma,"32,280",With health insurance coverage,
Creek County,Oklahoma,"10,067",With health insurance coverage,
Muskogee County,Oklahoma,"15,914",With health insurance coverage,"55,002"
Muskogee County,Oklahoma,"28,141",With health insurance coverage,
Muskogee County,Oklahoma,"10,947",With health insurance coverage,
Oklahoma County,Oklahoma,"162,529",With health insurance coverage,"558,425"
Oklahoma County,Oklahoma,"312,776",With health insurance coverage,
Oklahoma County,Oklahoma,"83,120",With health insurance coverage,
Payne County,Oklahoma,"14,643",With health insurance coverage,"64,858"
Payne County,Oklahoma,"41,530",With health insurance coverage,
Payne County,Oklahoma,"8,685",With health insurance coverage,
Pottawatomie County,Oklahoma,"14,326",With health insurance coverage,"53,390"
Pottawatomie County,Oklahoma,"29,607",With health insurance coverage,
Pottawatomie County,Oklahoma,"9,457",With health insurance coverage,
Rogers County,Oklahoma,"19,251",With health insurance coverage,"72,401"
Rogers County,Oklahoma,"42,985",With health insurance coverage,
Rogers County,Oklahoma,"10,165",With health insurance coverage,
Tulsa County,Oklahoma,"137,116",With health insurance coverage,"480,211"
Tulsa County,Oklahoma,"275,597",With health insurance coverage,
Tulsa County,Oklahoma,"67,498",With health insurance coverage,
Wagoner County,Oklahoma,"14,999",With health insurance coverage,"59,281"
Wagoner County,Oklahoma,"37,603",With health insurance coverage,
Wagoner County,Oklahoma,"6,679",With health insurance coverage,
Benton County,Oregon,"13,536",With health insurance coverage,"72,289"
Benton County,Oregon,"49,531",With health insurance coverage,
Benton County,Oregon,"9,222",With health insurance coverage,
Clackamas County,Oregon,"75,539",With health insurance coverage,"332,476"
Clackamas County,Oregon,"210,711",With health insurance coverage,
Clackamas County,Oregon,"46,226",With health insurance coverage,
Deschutes County,Oregon,"29,896",With health insurance coverage,"129,719"
Deschutes County,Oregon,"77,950",With health insurance coverage,
Deschutes County,Oregon,"21,873",With health insurance coverage,
Douglas County,Oregon,"18,602",With health insurance coverage,"87,526"
Douglas County,Oregon,"47,389",With health insurance coverage,
Douglas County,Oregon,"21,535",With health insurance coverage,
Jackson County,Oregon,"36,476",With health insurance coverage,"164,366"
Jackson County,Oregon,"94,190",With health insurance coverage,
Jackson County,Oregon,"33,700",With health insurance coverage,
Josephine County,Oregon,"14,147",With health insurance coverage,"65,431"
Josephine County,Oregon,"34,516",With health insurance coverage,
Josephine County,Oregon,"16,768",With health insurance coverage,
Klamath County,Oregon,"13,610",With health insurance coverage,"53,209"
Klamath County,Oregon,"29,664",With health insurance coverage,
Klamath County,Oregon,"9,935",With health insurance coverage,
Lane County,Oregon,"58,544",With health insurance coverage,"285,192"
Lane County,Oregon,"177,815",With health insurance coverage,
Lane County,Oregon,"48,833",With health insurance coverage,
Linn County,Oregon,"22,993",With health insurance coverage,"93,128"
Linn County,Oregon,"53,447",With health insurance coverage,
Linn County,Oregon,"16,688",With health insurance coverage,
Marion County,Oregon,"71,031",With health insurance coverage,"245,989"
Marion County,Oregon,"141,226",With health insurance coverage,
Marion County,Oregon,"33,732",With health insurance coverage,
Multnomah County,Oregon,"147,909",With health insurance coverage,"599,289"
Multnomah County,Oregon,"382,577",With health insurance coverage,
Multnomah County,Oregon,"68,803",With health insurance coverage,
Polk County,Oregon,"16,193",With health insurance coverage,"69,453"
Polk County,Oregon,"41,033",With health insurance coverage,
Polk County,Oregon,"12,227",With health insurance coverage,
Umatilla County,Oregon,"16,537",With health insurance coverage,"56,746"
Umatilla County,Oregon,"32,227",With health insurance coverage,
Umatilla County,Oregon,"7,982",With health insurance coverage,
Washington County,Oregon,"126,237",With health insurance coverage,"459,771"
Washington County,Oregon,"285,739",With health insurance coverage,
Washington County,Oregon,"47,795",With health insurance coverage,
Yamhill County,Oregon,"19,387",With health insurance coverage,"81,874"
Yamhill County,Oregon,"50,470",With health insurance coverage,
Yamhill County,Oregon,"12,017",With health insurance coverage,
Adams County,Pennsylvania,"21,495",With health insurance coverage,"91,188"
Adams County,Pennsylvania,"55,826",With health insurance coverage,
Adams County,Pennsylvania,"13,867",With health insurance coverage,
Allegheny County,Pennsylvania,"240,912",With health insurance coverage,"1,110,138"
Allegheny County,Pennsylvania,"673,798",With health insurance coverage,
Allegheny County,Pennsylvania,"195,428",With health insurance coverage,
Armstrong County,Pennsylvania,"13,122",With health insurance coverage,"61,018"
Armstrong County,Pennsylvania,"35,774",With health insurance coverage,
Armstrong County,Pennsylvania,"12,122",With health insurance coverage,
Beaver County,Pennsylvania,"34,712",With health insurance coverage,"158,112"
Beaver County,Pennsylvania,"93,257",With health insurance coverage,
Beaver County,Pennsylvania,"30,143",With health insurance coverage,
Berks County,Pennsylvania,"90,493",With health insurance coverage,"366,978"
Berks County,Pennsylvania,"222,457",With health insurance coverage,
Berks County,Pennsylvania,"54,028",With health insurance coverage,
Blair County,Pennsylvania,"25,632",With health insurance coverage,"113,371"
Blair County,Pennsylvania,"68,328",With health insurance coverage,
Blair County,Pennsylvania,"19,411",With health insurance coverage,
Bucks County,Pennsylvania,"133,996",With health insurance coverage,"576,758"
Bucks County,Pennsylvania,"360,245",With health insurance coverage,
Bucks County,Pennsylvania,"82,517",With health insurance coverage,
Butler County,Pennsylvania,"39,717",With health insurance coverage,"168,594"
Butler County,Pennsylvania,"103,257",With health insurance coverage,
Butler County,Pennsylvania,"25,620",With health insurance coverage,
Cambria County,Pennsylvania,"27,123",With health insurance coverage,"128,309"
Cambria County,Pennsylvania,"75,147",With health insurance coverage,
Cambria County,Pennsylvania,"26,039",With health insurance coverage,
Centre County,Pennsylvania,"22,711",With health insurance coverage,"131,912"
Centre County,Pennsylvania,"93,693",With health insurance coverage,
Centre County,Pennsylvania,"15,508",With health insurance coverage,
Chester County,Pennsylvania,"113,859",With health insurance coverage,"453,188"
Chester County,Pennsylvania,"281,441",With health insurance coverage,
Chester County,Pennsylvania,"57,888",With health insurance coverage,
Clearfield County,Pennsylvania,"14,423",With health insurance coverage,"67,509"
Clearfield County,Pennsylvania,"40,353",With health insurance coverage,
Clearfield County,Pennsylvania,"12,733",With health insurance coverage,
Columbia County,Pennsylvania,"11,591",With health insurance coverage,"58,439"
Columbia County,Pennsylvania,"36,897",With health insurance coverage,
Columbia County,Pennsylvania,"9,951",With health insurance coverage,
Crawford County,Pennsylvania,"16,859",With health insurance coverage,"74,894"
Crawford County,Pennsylvania,"44,606",With health insurance coverage,
Crawford County,Pennsylvania,"13,429",With health insurance coverage,
Cumberland County,Pennsylvania,"43,035",With health insurance coverage,"204,656"
Cumberland County,Pennsylvania,"128,848",With health insurance coverage,
Cumberland County,Pennsylvania,"32,773",With health insurance coverage,
Dauphin County,Pennsylvania,"55,540",With health insurance coverage,"230,855"
Dauphin County,Pennsylvania,"141,847",With health insurance coverage,
Dauphin County,Pennsylvania,"33,468",With health insurance coverage,
Delaware County,Pennsylvania,"124,226",With health insurance coverage,"502,064"
Delaware County,Pennsylvania,"304,419",With health insurance coverage,
Delaware County,Pennsylvania,"73,419",With health insurance coverage,
Erie County,Pennsylvania,"61,475",With health insurance coverage,"247,227"
Erie County,Pennsylvania,"148,573",With health insurance coverage,
Erie County,Pennsylvania,"37,179",With health insurance coverage,
Fayette County,Pennsylvania,"26,517",With health insurance coverage,"122,845"
Fayette County,Pennsylvania,"72,699",With health insurance coverage,
Fayette County,Pennsylvania,"23,629",With health insurance coverage,
Franklin County,Pennsylvania,"29,690",With health insurance coverage,"123,218"
Franklin County,Pennsylvania,"71,990",With health insurance coverage,
Franklin County,Pennsylvania,"21,538",With health insurance coverage,
Indiana County,Pennsylvania,"14,455",With health insurance coverage,"77,253"
Indiana County,Pennsylvania,"49,353",With health insurance coverage,
Indiana County,Pennsylvania,"13,445",With health insurance coverage,
Lackawanna County,Pennsylvania,"40,645",With health insurance coverage,"187,162"
Lackawanna County,Pennsylvania,"111,461",With health insurance coverage,
Lackawanna County,Pennsylvania,"35,056",With health insurance coverage,
Lancaster County,Pennsylvania,"105,051",With health insurance coverage,"432,904"
Lancaster County,Pennsylvania,"260,023",With health insurance coverage,
Lancaster County,Pennsylvania,"67,830",With health insurance coverage,
Lawrence County,Pennsylvania,"17,477",With health insurance coverage,"77,079"
Lawrence County,Pennsylvania,"44,018",With health insurance coverage,
Lawrence County,Pennsylvania,"15,584",With health insurance coverage,
Lebanon County,Pennsylvania,"27,079",With health insurance coverage,"114,410"
Lebanon County,Pennsylvania,"67,488",With health insurance coverage,
Lebanon County,Pennsylvania,"19,843",With health insurance coverage,
Lehigh County,Pennsylvania,"75,092",With health insurance coverage,"299,992"
Lehigh County,Pennsylvania,"176,683",With health insurance coverage,
Lehigh County,Pennsylvania,"48,217",With health insurance coverage,
Luzerne County,Pennsylvania,"58,734",With health insurance coverage,"279,490"
Luzerne County,Pennsylvania,"167,149",With health insurance coverage,
Luzerne County,Pennsylvania,"53,607",With health insurance coverage,
Lycoming County,Pennsylvania,"23,162",With health insurance coverage,"104,193"
Lycoming County,Pennsylvania,"62,934",With health insurance coverage,
Lycoming County,Pennsylvania,"18,097",With health insurance coverage,
Mercer County,Pennsylvania,"22,179",With health insurance coverage,"102,372"
Mercer County,Pennsylvania,"61,711",With health insurance coverage,
Mercer County,Pennsylvania,"18,482",With health insurance coverage,
Monroe County,Pennsylvania,"36,881",With health insurance coverage,"145,489"
Monroe County,Pennsylvania,"89,515",With health insurance coverage,
Monroe County,Pennsylvania,"19,093",With health insurance coverage,
Montgomery County,Pennsylvania,"172,030",With health insurance coverage,"713,864"
Montgomery County,Pennsylvania,"435,764",With health insurance coverage,
Montgomery County,Pennsylvania,"106,070",With health insurance coverage,
Northampton County,Pennsylvania,"61,060",With health insurance coverage,"269,217"
Northampton County,Pennsylvania,"168,689",With health insurance coverage,
Northampton County,Pennsylvania,"39,468",With health insurance coverage,
Northumberland County,Pennsylvania,"16,546",With health insurance coverage,"78,180"
Northumberland County,Pennsylvania,"46,121",With health insurance coverage,
Northumberland County,Pennsylvania,"15,513",With health insurance coverage,
Philadelphia County,Pennsylvania,"334,644",With health insurance coverage,"1,239,782"
Philadelphia County,Pennsylvania,"732,914",With health insurance coverage,
Philadelphia County,Pennsylvania,"172,224",With health insurance coverage,
Schuylkill County,Pennsylvania,"26,762",With health insurance coverage,"129,136"
Schuylkill County,Pennsylvania,"77,216",With health insurance coverage,
Schuylkill County,Pennsylvania,"25,158",With health insurance coverage,
Somerset County,Pennsylvania,"13,621",With health insurance coverage,"65,522"
Somerset County,Pennsylvania,"37,591",With health insurance coverage,
Somerset County,Pennsylvania,"14,310",With health insurance coverage,
Washington County,Pennsylvania,"40,790",With health insurance coverage,"184,859"
Washington County,Pennsylvania,"110,440",With health insurance coverage,
Washington County,Pennsylvania,"33,629",With health insurance coverage,
Westmoreland County,Pennsylvania,"68,121",With health insurance coverage,"323,551"
Westmoreland County,Pennsylvania,"195,166",With health insurance coverage,
Westmoreland County,Pennsylvania,"60,264",With health insurance coverage,
York County,Pennsylvania,"92,032",With health insurance coverage,"381,818"
York County,Pennsylvania,"233,852",With health insurance coverage,
York County,Pennsylvania,"55,934",With health insurance coverage,
Kent County,Rhode Island,"33,310",With health insurance coverage,"155,287"
Kent County,Rhode Island,"98,737",With health insurance coverage,
Kent County,Rhode Island,"23,240",With health insurance coverage,
Newport County,Rhode Island,"15,474",With health insurance coverage,"70,950"
Newport County,Rhode Island,"42,569",With health insurance coverage,
Newport County,Rhode Island,"12,907",With health insurance coverage,
Providence County,Rhode Island,"132,631",With health insurance coverage,"534,236"
Providence County,Rhode Island,"323,671",With health insurance coverage,
Providence County,Rhode Island,"77,934",With health insurance coverage,
Washington County,Rhode Island,"24,767",With health insurance coverage,"119,268"
Washington County,Rhode Island,"76,974",With health insurance coverage,
Washington County,Rhode Island,"17,527",With health insurance coverage,
Aiken County,South Carolina,"32,048",With health insurance coverage,"127,087"
Aiken County,South Carolina,"72,763",With health insurance coverage,
Aiken County,South Carolina,"22,276",With health insurance coverage,
Anderson County,South Carolina,"39,520",With health insurance coverage,"150,452"
Anderson County,South Carolina,"85,262",With health insurance coverage,
Anderson County,South Carolina,"25,670",With health insurance coverage,
Beaufort County,South Carolina,"30,462",With health insurance coverage,"117,717"
Beaufort County,South Carolina,"59,006",With health insurance coverage,
Beaufort County,South Carolina,"28,249",With health insurance coverage,
Berkeley County,South Carolina,"35,525",With health insurance coverage,"127,970"
Berkeley County,South Carolina,"77,271",With health insurance coverage,
Berkeley County,South Carolina,"15,174",With health insurance coverage,
Charleston County,South Carolina,"69,883",With health insurance coverage,"286,088"
Charleston County,South Carolina,"173,201",With health insurance coverage,
Charleston County,South Carolina,"43,004",With health insurance coverage,
Darlington County,South Carolina,"14,806",With health insurance coverage,"54,109"
Darlington County,South Carolina,"30,927",With health insurance coverage,
Darlington County,South Carolina,"8,376",With health insurance coverage,
Dorchester County,South Carolina,"29,620",With health insurance coverage,"104,016"
Dorchester County,South Carolina,"62,469",With health insurance coverage,
Dorchester County,South Carolina,"11,927",With health insurance coverage,
Florence County,South Carolina,"28,680",With health insurance coverage,"107,557"
Florence County,South Carolina,"63,127",With health insurance coverage,
Florence County,South Carolina,"15,750",With health insurance coverage,
Greenville County,South Carolina,"92,390",With health insurance coverage,"358,946"
Greenville County,South Carolina,"216,529",With health insurance coverage,
Greenville County,South Carolina,"50,027",With health insurance coverage,
Greenwood County,South Carolina,"15,546",With health insurance coverage,"58,955"
Greenwood County,South Carolina,"33,483",With health insurance coverage,
Greenwood County,South Carolina,"9,926",With health insurance coverage,
Horry County,South Carolina,"45,558",With health insurance coverage,"202,919"
Horry County,South Carolina,"114,022",With health insurance coverage,
Horry County,South Carolina,"43,339",With health insurance coverage,
Lancaster County,South Carolina,"17,272",With health insurance coverage,"62,353"
Lancaster County,South Carolina,"35,267",With health insurance coverage,
Lancaster County,South Carolina,"9,814",With health insurance coverage,
Laurens County,South Carolina,"14,354",With health insurance coverage,"59,038"
Laurens County,South Carolina,"35,342",With health insurance coverage,
Laurens County,South Carolina,"9,342",With health insurance coverage,
Lexington County,South Carolina,"55,695",With health insurance coverage,"213,271"
Lexington County,South Carolina,"129,250",With health insurance coverage,
Lexington County,South Carolina,"28,326",With health insurance coverage,
Oconee County,South Carolina,"13,256",With health insurance coverage,"59,277"
Oconee County,South Carolina,"33,133",With health insurance coverage,
Oconee County,South Carolina,"12,888",With health insurance coverage,
Orangeburg County,South Carolina,"19,653",With health insurance coverage,"73,603"
Orangeburg County,South Carolina,"41,487",With health insurance coverage,
Orangeburg County,South Carolina,"12,463",With health insurance coverage,
Pickens County,South Carolina,"22,004",With health insurance coverage,"99,553"
Pickens County,South Carolina,"62,067",With health insurance coverage,
Pickens County,South Carolina,"15,482",With health insurance coverage,
Richland County,South Carolina,"79,114",With health insurance coverage,"294,384"
Richland County,South Carolina,"181,143",With health insurance coverage,
Richland County,South Carolina,"34,127",With health insurance coverage,
Spartanburg County,South Carolina,"56,477",With health insurance coverage,"226,274"
Spartanburg County,South Carolina,"133,952",With health insurance coverage,
Spartanburg County,South Carolina,"35,845",With health insurance coverage,
Sumter County,South Carolina,"25,157",With health insurance coverage,"85,129"
Sumter County,South Carolina,"46,466",With health insurance coverage,
Sumter County,South Carolina,"13,506",With health insurance coverage,
York County,South Carolina,"48,744",With health insurance coverage,"181,367"
York County,South Carolina,"109,282",With health insurance coverage,
York County,South Carolina,"23,341",With health insurance coverage,
Minnehaha County,South Dakota,"43,216",With health insurance coverage,"160,620"
Minnehaha County,South Dakota,"96,924",With health insurance coverage,
Minnehaha County,South Dakota,"20,480",With health insurance coverage,
Pennington County,South Dakota,"23,624",With health insurance coverage,"84,047"
Pennington County,South Dakota,"48,516",With health insurance coverage,
Pennington County,South Dakota,"11,907",With health insurance coverage,
Anderson County,Tennessee,"14,664",With health insurance coverage,"65,264"
Anderson County,Tennessee,"38,305",With health insurance coverage,
Anderson County,Tennessee,"12,295",With health insurance coverage,
Blount County,Tennessee,"25,474",With health insurance coverage,"106,739"
Blount County,Tennessee,"64,345",With health insurance coverage,
Blount County,Tennessee,"16,920",With health insurance coverage,
Bradley County,Tennessee,"20,829",With health insurance coverage,"82,251"
Bradley County,Tennessee,"48,794",With health insurance coverage,
Bradley County,Tennessee,"12,628",With health insurance coverage,
Davidson County,Tennessee,"136,141",With health insurance coverage,"530,453"
Davidson County,Tennessee,"328,398",With health insurance coverage,
Davidson County,Tennessee,"65,914",With health insurance coverage,
Greene County,Tennessee,"12,959",With health insurance coverage,"55,309"
Greene County,Tennessee,"33,178",With health insurance coverage,
Greene County,Tennessee,"9,172",With health insurance coverage,
Hamilton County,Tennessee,"69,521",With health insurance coverage,"285,962"
Hamilton County,Tennessee,"169,899",With health insurance coverage,
Hamilton County,Tennessee,"46,542",With health insurance coverage,
Knox County,Tennessee,"90,422",With health insurance coverage,"385,381"
Knox County,Tennessee,"240,694",With health insurance coverage,
Knox County,Tennessee,"54,265",With health insurance coverage,
Madison County,Tennessee,"22,472",With health insurance coverage,"84,619"
Madison County,Tennessee,"49,995",With health insurance coverage,
Madison County,Tennessee,"12,152",With health insurance coverage,
Maury County,Tennessee,"18,749",With health insurance coverage,"68,583"
Maury County,Tennessee,"41,310",With health insurance coverage,
Maury County,Tennessee,"8,524",With health insurance coverage,
Montgomery County,Tennessee,"41,851",With health insurance coverage,"130,701"
Montgomery County,Tennessee,"75,839",With health insurance coverage,
Montgomery County,Tennessee,"13,011",With health insurance coverage,
Putnam County,Tennessee,"14,154",With health insurance coverage,"60,255"
Putnam County,Tennessee,"35,994",With health insurance coverage,
Putnam County,Tennessee,"10,107",With health insurance coverage,
Rutherford County,Tennessee,"62,556",With health insurance coverage,"220,182"
Rutherford County,Tennessee,"138,236",With health insurance coverage,
Rutherford County,Tennessee,"19,390",With health insurance coverage,
Sevier County,Tennessee,"16,676",With health insurance coverage,"67,041"
Sevier County,Tennessee,"37,298",With health insurance coverage,
Sevier County,Tennessee,"13,067",With health insurance coverage,
Shelby County,Tennessee,"225,456",With health insurance coverage,"764,050"
Shelby County,Tennessee,"450,207",With health insurance coverage,
Shelby County,Tennessee,"88,387",With health insurance coverage,
Sullivan County,Tennessee,"29,457",With health insurance coverage,"134,111"
Sullivan County,Tennessee,"79,089",With health insurance coverage,
Sullivan County,Tennessee,"25,565",With health insurance coverage,
Sumner County,Tennessee,"37,003",With health insurance coverage,"137,556"
Sumner County,Tennessee,"82,906",With health insurance coverage,
Sumner County,Tennessee,"17,647",With health insurance coverage,
Washington County,Tennessee,"24,275",With health insurance coverage,"104,661"
Washington County,Tennessee,"63,194",With health insurance coverage,
Washington County,Tennessee,"17,192",With health insurance coverage,
Williamson County,Tennessee,"42,475",With health insurance coverage,"159,982"
Williamson County,Tennessee,"102,206",With health insurance coverage,
Williamson County,Tennessee,"15,301",With health insurance coverage,
Wilson County,Tennessee,"24,560",With health insurance coverage,"97,170"
Wilson County,Tennessee,"61,653",With health insurance coverage,
Wilson County,Tennessee,"10,957",With health insurance coverage,
Angelina County,Texas,"18,187",With health insurance coverage,"62,533"
Angelina County,Texas,"33,095",With health insurance coverage,
Angelina County,Texas,"11,251",With health insurance coverage,
Bastrop County,Texas,"16,347",With health insurance coverage,"55,746"
Bastrop County,Texas,"31,787",With health insurance coverage,
Bastrop County,Texas,"7,612",With health insurance coverage,
Bell County,Texas,"82,791",With health insurance coverage,"225,553"
Bell County,Texas,"118,396",With health insurance coverage,
Bell County,Texas,"24,366",With health insurance coverage,
Bexar County,Texas,"395,098",With health insurance coverage,"1,247,533"
Bexar County,Texas,"695,141",With health insurance coverage,
Bexar County,Texas,"157,294",With health insurance coverage,
Bowie County,Texas,"19,903",With health insurance coverage,"72,325"
Bowie County,Texas,"40,258",With health insurance coverage,
Bowie County,Texas,"12,164",With health insurance coverage,
Brazoria County,Texas,"70,342",With health insurance coverage,"231,904"
Brazoria County,Texas,"136,006",With health insurance coverage,
Brazoria County,Texas,"25,556",With health insurance coverage,
Brazos County,Texas,"34,829",With health insurance coverage,"147,121"
